0,0,3932
0,0,3937
0,2,3922
0,3,3871
0,3,4432
0,4,3902
0,5,4355
0,6,3821
0,9,3993
0,14,4246
0,17,3845
0,17,3888
0,19,4169
0,19,4280
0,22,3873
0,24,3853
0,24,3914
0,26,4714
0,30,3829
0,30,4025
0,32,4277
0,33,4581
0,38,4382
0,39,4437
0,46,3831
0,46,4395
0,48,3886
0,48,3964
0,48,4143
0,50,4669
0,56,3907
0,56,4263
0,58,4040
0,58,4278
0,60,3978
0,61,3880
0,63,4191
0,64,4247
0,66,3859
0,70,4281
0,72,3814
0,72,3817
0,73,3902
0,76,4496
0,77,3945
0,77,4728
0,79,4200
0,79,4261
0,79,4424
0,84,3810
0,85,4287
0,85,4522
0,85,4562
0,87,4442
0,88,3961
0,95,3823
0,95,3898
0,96,3942
0,98,3930
0,99,4360
0,105,4275
0,105,4743
0,106,4268
0,106,4429
0,107,3811
0,108,3856
0,108,3877
0,111,3824
0,111,3862
0,111,4710
0,112,4273
0,119,4488
0,121,3890
0,121,3962
0,121,4138
0,121,4490
0,121,4535
0,122,4253
0,125,3813
0,125,3905
0,126,3815
0,127,4738
0,128,4335
0,128,4709
0,135,3868
0,135,3903
0,135,4095
0,136,3839
0,137,3816
0,137,4381
0,137,4460
0,142,3974
0,143,4326
0,146,3820
0,146,3981
0,146,3985
0,146,3990
0,148,3999
0,149,3819
0,152,4082
0,153,3937
0,153,4116
0,154,4325
0,159,3954
0,161,4317
0,171,4463
0,174,3837
0,176,3844
0,187,4166
0,193,3886
0,193,3896
0,193,4136
0,198,3924
0,198,4397
0,200,4476
0,206,4420
0,207,3930
0,207,3995
0,214,3916
0,214,4473
0,215,3916
0,219,4021
0,219,4114
0,223,4411
0,231,4009
0,240,4011
0,249,4219
0,251,4016
0,258,4014
0,261,4015
0,264,4500
0,266,4017
0,266,4254
0,266,4310
0,272,3941
0,272,4019
0,275,4295
0,278,3827
0,279,4083
0,279,4140
0,281,3958
0,293,3928
0,293,3939
0,293,3980
0,293,4134
0,298,4158
0,306,4023
0,320,3907
0,331,3851
0,336,4026
0,340,4027
0,345,3849
0,345,4035
0,346,4616
0,349,4028
0,353,4029
0,364,4031
0,368,4032
0,371,4033
0,377,4034
0,381,3987
0,385,3875
0,387,3988
0,387,4493
0,388,4069
0,392,4048
0,397,4260
0,406,3944
0,412,4070
0,416,3854
0,416,4036
0,416,4284
0,416,4416
0,418,4333
0,420,4358
0,423,3900
0,424,3901
0,436,4401
0,445,4409
0,445,4696
0,449,4037
0,457,4038
0,461,4197
0,469,4041
0,475,4121
0,476,4043
0,482,4044
0,489,4045
0,503,4046
0,503,4482
0,508,4049
0,508,4292
0,513,4086
0,513,4088
0,513,4544
0,518,3894
0,520,4051
0,531,4054
0,531,4280
0,559,4058
0,571,4060
0,571,4302
0,578,3846
0,578,4645
0,580,4089
0,581,3925
0,587,4062
0,591,4063
0,593,3918
0,593,4565
0,599,4470
0,602,4155
0,610,4099
0,616,4149
0,617,3828
0,617,4096
0,620,4087
0,623,4276
0,626,4128
0,626,4591
0,638,4582
0,647,4074
0,650,4465
0,652,4530
0,656,4565
0,657,4474
0,660,4064
0,660,4613
0,660,4618
0,660,4627
0,682,4065
0,687,4066
0,691,4067
0,695,4068
0,704,4563
0,705,4560
0,708,4071
0,711,4073
0,712,4521
0,714,4072
0,715,4561
0,720,4340
0,721,4084
0,726,4207
0,732,4104
0,735,4122
0,737,4694
0,753,4290
0,803,4615
0,809,4090
0,809,4549
0,809,4624
0,829,4094
0,829,4533
0,833,4131
0,870,4102
0,873,4301
0,878,4103
0,879,4700
0,882,4289
0,885,3972
0,885,4390
0,886,4106
0,896,4105
0,911,4163
0,913,4457
0,914,4165
0,915,4159
0,942,4107
0,942,4109
0,944,3892
0,945,3935
0,946,4115
0,947,3840
0,947,3933
0,947,4132
0,948,4113
0,949,3911
0,950,3977
0,952,4117
0,953,3943
0,953,4638
0,965,3841
0,965,3934
0,967,3895
0,979,3912
0,979,4294
0,980,4296
0,980,4672
0,996,3957
0,998,3891
0,998,4118
0,1003,3952
0,1005,3956
0,1005,4209
0,1009,4179
0,1014,4203
0,1017,4250
0,1017,4579
0,1020,4119
0,1025,4307
0,1031,4120
0,1042,4123
0,1046,4721
0,1047,4125
0,1047,4640
0,1047,4717
0,1049,4407
0,1049,4566
0,1054,4126
0,1057,4153
0,1058,4428
0,1059,4151
0,1076,4129
0,1083,4133
0,1088,4135
0,1093,4137
0,1104,4139
0,1109,4141
0,1113,4142
0,1117,4144
0,1127,4288
0,1132,4146
0,1135,4148
0,1137,4412
0,1137,4580
0,1148,3983
0,1148,4152
0,1158,4154
0,1164,4156
0,1175,4286
0,1180,4162
0,1188,4170
0,1201,3982
0,1212,4174
0,1217,4175
0,1217,4495
0,1218,4649
0,1221,4192
0,1225,4632
0,1234,4176
0,1237,4177
0,1249,4739
0,1249,4741
0,1268,4181
0,1273,4554
0,1276,4182
0,1284,4183
0,1297,4184
0,1315,4186
0,1318,4187
0,1326,4189
0,1326,4604
0,1328,4188
0,1336,3976
0,1338,4193
0,1339,4194
0,1340,4195
0,1359,4198
0,1362,4316
0,1362,4621
0,1370,4201
0,1372,4202
0,1376,4204
0,1378,4206
0,1384,4208
0,1390,4210
0,1396,4211
0,1404,4212
0,1416,4216
0,1420,4217
0,1421,4389
0,1440,4657
0,1440,4695
0,1447,4223
0,1469,4588
0,1475,4304
0,1496,3917
0,1498,4516
0,1502,4607
0,1503,4248
0,1504,3882
0,1505,4541
0,1508,4577
0,1514,4702
0,1532,4252
0,1548,3968
0,1555,4256
0,1558,4257
0,1559,4464
0,1560,4258
0,1572,4539
0,1575,4515
0,1575,4635
0,1585,4266
0,1593,4270
0,1594,4272
0,1599,4321
0,1599,4328
0,1600,4324
0,1663,4347
0,1674,4285
0,1720,4348
0,1724,4350
0,1724,4601
0,1735,4354
0,1739,4353
0,1750,4313
0,1753,4314
0,1763,4315
0,1783,4357
0,1790,4320
0,1813,4359
0,1827,4361
0,1846,4363
0,1890,4323
0,1892,4410
0,1895,4365
0,1899,4366
0,1899,4569
0,1924,4291
0,1949,3965
0,1951,4388
0,1957,3818
0,1970,4595
0,1973,4337
0,1979,4445
0,1998,4398
0,2005,4308
0,2012,4400
0,2023,4402
0,2029,4334
0,2035,4585
0,2053,4221
0,2080,4408
0,2091,4720
0,2122,4419
0,2128,4421
0,2140,4423
0,2168,4435
0,2177,4462
0,2189,4440
0,2205,4297
0,2214,3842
0,2226,4481
0,2233,3966
0,2242,3955
0,2276,3869
0,2280,4050
0,2280,4258
0,2285,3878
0,2286,3909
0,2289,4680
0,2305,4444
0,2356,4449
0,2360,4450
0,2371,4453
0,2373,4454
0,2375,3947
0,2377,4160
0,2385,4455
0,2388,4456
0,2394,4164
0,2394,4471
0,2410,3989
0,2420,4459
0,2441,4662
0,2460,4468
0,2477,4469
0,2533,4485
0,2534,4486
0,2557,4492
0,2559,4494
0,2581,4504
0,2585,4505
0,2592,4506
0,2594,4507
0,2599,4508
0,2619,4509
0,2632,4513
0,2673,4520
0,2713,4527
0,2716,4528
0,2741,4532
0,2743,4534
0,2767,4538
0,2778,4540
0,2814,4545
0,2823,4546
0,2829,4548
0,2834,4550
0,2851,4558
0,2869,4564
0,2869,4742
0,2880,4571
0,2906,4571
0,2915,4572
0,2915,4573
0,2915,4586
0,2915,4637
0,2927,4574
0,2945,4193
0,2946,4587
0,2948,4600
0,2962,4583
0,2987,4590
0,2992,4592
0,3016,4598
0,3039,4647
0,3039,4707
0,3046,4718
0,3048,4653
0,3060,4605
0,3139,4622
0,3147,4626
0,3164,4630
0,3186,3926
0,3266,4654
0,3268,4655
0,3300,4660
0,3313,4663
0,3317,4664
0,3322,4665
0,3327,4666
0,3350,4668
0,3387,4674
0,3400,4339
0,3417,4682
0,3433,4691
0,3437,4692
0,3465,4694
0,3479,4698
0,3484,4699
0,3485,4701
0,3499,4704
0,3539,4711
0,3550,4712
0,3557,4713
0,3572,4715
0,3670,3874
0,3711,4568
0,3714,4100
0,3767,4547
0,3789,4744
0,3798,4745
1,3,3890
1,4,4130
1,28,4246
1,48,3815
