1,3971,3378
1,2576,3593
1,2576,3214
1,2576,3711
1,2576,2883
1,2576,2570
1,2576,3632
1,2576,1647
1,2576,3145
1,2576,730
1,2576,3892
1,2576,1127
1,2576,4035
1,2576,4020
1,2576,461
1,2576,4548
1,2576,3748
1,3921,2834
1,3921,1391
1,3921,855
1,3921,2004
1,3921,2444
1,3921,1359
1,3921,3593
1,3921,3214
1,3921,3711
1,3921,2883
1,3921,2570
1,3921,3632
1,3921,1647
1,2576,1359
1,3921,3145
1,2576,2444
1,2576,855
1,1467,4548
1,1467,3748
1,2228,2576
1,2228,3921
1,2228,2834
1,2228,1391
1,2228,855
1,2228,2004
1,2228,2444
1,2228,1359
1,2228,3593
1,2228,3214
1,2228,3711
1,2228,2883
1,2228,2570
1,2228,3632
1,2228,1647
1,2228,3145
1,2228,730
1,2228,3892
1,2228,1127
1,2228,4035
1,2228,4020
1,2228,461
1,2228,4548
1,2228,3748
1,2576,3921
1,2576,2834
1,2576,1391
1,2576,2004
1,3921,730
1,3921,3892
1,3921,1127
1,1391,2570
1,1391,3632
1,1391,1647
1,1391,3145
1,1391,730
1,1391,3892
1,1391,1127
1,1391,4035
1,1391,4020
1,1391,461
1,1391,4548
1,1391,3748
1,2004,2444
1,2004,1359
1,2004,3593
1,2004,3214
1,2004,3711
1,2004,2883
1,2004,2570
1,2004,3632
1,2004,1647
1,2004,3145
1,2004,730
1,2004,3892
1,2004,1127
1,2004,4035
1,2004,4020
1,2004,461
1,2004,4548
1,1391,2883
1,1391,3711
1,1391,3214
1,1391,3593
1,3921,4035
1,3921,4020
1,3921,461
1,3921,4548
1,3921,3748
1,2834,1391
1,2834,855
1,2834,2004
1,2834,2444
1,2834,1359
1,2834,3593
1,2834,3214
1,2834,3711
1,2834,2883
1,1467,461
1,2834,2570
1,2834,1647
1,2834,3145
1,2834,730
1,2834,3892
1,2834,1127
1,2834,4035
1,2834,4020
1,2834,461
1,2834,4548
1,2834,3748
1,1391,855
1,1391,2004
1,1391,2444
1,1391,1359
1,2834,3632
1,1467,4020
1,1467,4035
1,1467,1127
1,2016,3475
1,2016,4228
1,2016,449
1,2016,3965
1,2016,3690
1,2016,853
1,2016,2445
1,2016,1121
1,1560,2417
1,1560,4865
1,1560,182
1,1560,2762
1,1560,4658
1,1560,859
1,1560,2426
1,1560,3009
1,1560,4653
1,1560,2959
1,1560,3549
1,1560,2442
1,2417,4865
1,2417,182
1,2417,2762
1,2417,4658
1,2417,859
1,2417,2426
1,2417,3009
1,2417,4653
1,2417,2959
1,2016,1425
1,2016,3949
1,2016,3026
1,2016,234
1,4601,4228
1,4601,449
1,4601,3965
1,4601,3690
1,4601,853
1,4601,2445
1,4601,1121
1,4601,1136
1,4601,777
1,4601,1547
1,2016,235
1,2016,167
1,2016,1200
1,2016,4800
1,2417,3549
1,2016,1733
1,1080,1560
1,1080,2417
1,1080,4865
